id,question,original_question,expected_answer,tipo_inferencia,source_titles,source_urls,context_concat,context_words,entities,reasoning_path,num_hops,difficulty,requires_ontology,retrieval_scope,dataset_version
113,Como as evidências disponíveis permitem reinterpretar a pergunta: Que informação os fragmentos de rocha trazidos durante a sondagem ajudam a registrar?,Que informação os fragmentos de rocha trazidos durante a sondagem ajudam a registrar?,Eles permitem reconhecer o tipo de rocha atravessada pela coroa e registrar a profundidade de origem dos fragmentos.,interpretativa,Petróleo | SGB,https://www.sgb.gov.br/petroleo,a lama de sondagem fragmentos de rocha para saber que tipo de rocha a coroa está atravessando. anotando a profundidade de onde vieram.,23,Eles,Eles -> evidência textual -> relação geológica -> interpretação inferencial,2,easy,False,single_passage,graphrag
114,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Qual propriedade permite estimar quão facilmente hidrocarbonetos fluem para fora do reservatório?,A permeabilidade permite estimar a facilidade de fluxo dos hidrocarbonetos para fora do reservatório.,composicional_petrofisica,Geologia do petróleo | Wikipédia | Sistema petrolífero | Wikipédia,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele). A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",64,reservatório | hidrocarbonetos | petróleo | óleo | porosidade | permeabilidade,reservatório -> hidrocarbonetos -> petróleo -> óleo -> porosidade -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
115,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Qual propriedade permite estimar o volume de hidrocarbonetos no reservatório?,A porosidade permite estimar o volume de hidrocarbonetos in situ em uma rocha reservatório.,composicional_petrofisica,Geologia do petróleo | Wikipédia | Rochas | SGB,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://www.sgb.gov.br/rochas,"A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele). Possuem porosidade e permeabilidade, uma marcante estratificação e baixa resistência mecânica.",46,reservatório | hidrocarbonetos | porosidade | permeabilidade | Possuem,reservatório -> hidrocarbonetos -> porosidade -> permeabilidade -> Possuem -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
116,"Que ambiente deposicional é sugerido pela associação entre rocha geradora, petróleo e óleo?","Que interpretação deve ser feita quando o contexto cita lagos, deltas e bacias oceânicas como ambientes de deposição?","Esses ambientes podem preservar matéria orgânica associada à geração de petróleo, dependendo do tipo de matéria orgânica e das condições de soterramento.",ambiente_deposicional,Sistema petrolífero | Wikipédia | Petróleo do Pré-Sal | SGB,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://www.sgb.gov.br/petroleo-do-pre-sal,"O ambiente de deposição consiste principalmente de lagos, deltas e bacias oceânicas. O tipo de petróleo gerado depende do tipo de matéria orgânica: vegetais terrestres carreados tendem a gerar gás, enquanto que os plânctons tendem a gerar óleo. Ele forma-se em uma rocha, chamada rocha geradora a partir de restos orgânicos, sobretudo micro-organismos animais. Durante milhões de anos esses detritos orgânicos sofrem transformações, que levam a um aumento da temperatura e da pressão interna, o que acaba rompendo a rocha.",80,rocha geradora | petróleo | óleo | gás | matéria orgânica | lagos | pressão | deposição | Durante,rocha geradora -> petróleo -> óleo -> gás -> matéria orgânica -> processo deposicional -> evento geológico,4,hard,True,multi_document,graphrag
117,Que papel geológico deve ser atribuído a selo quando as evidências são relacionadas?,"Qual entidade conceitual reúne rocha geradora, reservatório, selo e sobrecarga?",O sistema petrolífero reúne esses elementos e os processos necessários à acumulação de óleo e gás.,ontologica_entidade_funcao,Sistema petrolífero | Wikipédia | Geologia do petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. A geologia do petróleo trata principalmente da avaliação de sete elementos chave em bacias sedimentares:",54,selo | rocha selante | reservatório | rocha geradora | rochas geradoras | petróleo | óleo | gás | acumulação,selo -> rocha selante -> reservatório -> rocha geradora -> rochas geradoras -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
118,Como as evidências conectam trapa à retenção ou migração de hidrocarbonetos?,"Que processo é inferido quando hidrocarbonetos se deslocam por fraturas, falhas ou rochas carreadoras?",O processo inferido é a migração dos hidrocarbonetos em direção a um reservatório ou trapa.,processual_migracao,Sistema petrolífero | Wikipédia | Geologia do petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Os caminhos de migração constituem-se das fraturas, falhas, rochas carreadoras (rochas com porosidade e permeabilidade suficientes para permitir o transporte). O petróleo gerado percorre estes caminhos até encontrar uma trapa. Finalmente, estudos de migração revelam informação sobre como hidrocarbonetos movem-se da fonte ao reservatório e ajudam a quantificar a fonte (ou ""a cozinha"") dos hidrocarbonetos em uma área em particular.",60,trapa | reservatório | hidrocarbonetos | petróleo | óleo | falhas | porosidade | permeabilidade | migração,trapa -> reservatório -> hidrocarbonetos -> petróleo -> óleo -> processo deposicional -> evento geológico,4,hard,True,multi_document,graphrag
119,Como as evidências disponíveis permitem reinterpretar a pergunta: Que papel os estudos de bacias desempenham antes da perfuração exploratória?,Que papel os estudos de bacias desempenham antes da perfuração exploratória?,Eles avaliam estruturas e condições geológicas favoráveis à concentração de petróleo antes da confirmação por poços exploratórios.,interpretativa,Petróleo | SGB | Geologia do petróleo | Wikipédia,https://www.sgb.gov.br/petroleo | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,"Isso tudo define se existem, na área estudada, estruturas geológicas favoráveis à concentração de petróleo. A geologia do petróleo trata principalmente da avaliação de sete elementos chave em bacias sedimentares:",30,petróleo | óleo | Eles | Isso,petróleo -> óleo -> Eles -> Isso -> evidência textual -> relação geológica -> interpretação inferencial,3,medium,False,multi_passage,graphrag
120,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação liga estratigrafia e sedimentologia à análise de reservatórios?,Qual interpretação liga estratigrafia e sedimentologia à análise de reservatórios?,"Essas disciplinas ajudam a determinar o padrão e a extensão da sedimentação, essenciais para delimitar rochas reservatório.",interpretativa,Geologia do petróleo | Wikipédia | Geologia | SGB,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo | https://www.sgb.gov.br/geologia,"A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica. Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.",68,reservatório | estratigrafia | Essas,reservatório -> estratigrafia -> Essas -> evidência textual -> relação geológica -> interpretação inferencial,3,medium,True,multi_passage,graphrag
121,"Que interpretação temporal pode ser obtida ao relacionar idade relativa, deposição e Esse?",Que princípio permite inferir idade relativa em uma pilha de rochas sedimentares?,"Em uma pilha sedimentar não perturbada, os materiais mais inferiores tendem a ser mais antigos que os superiores.",temporal_estratigrafica,Como Sabemos a Idade das Rochas? | SGB | Petróleo do Pré-Sal | SGB,https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas | https://www.sgb.gov.br/petroleo-do-pre-sal,"As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é. O prefixo pré-, portanto, refere-se ao tempo, não ao espaço.",59,idade relativa | deposição | Esse,idade relativa -> deposição -> Esse -> posição estratigráfica -> interpretação temporal,4,hard,False,multi_document,graphrag
122,Que processo ou evento deposicional é registrado pela relação entre deposição e Esse?,Que processo transforma sedimentos transportados em camadas sedimentares ao longo do tempo?,"A deposição e o empilhamento de sedimentos transportados por água, vento ou geleiras formam camadas sedimentares ao longo do tempo.",processual_deposicional,Como Sabemos a Idade das Rochas? | SGB | Rochas | SGB,https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas | https://www.sgb.gov.br/rochas,"As rochas sedimentares formam-se pela deposição de sedimentos (cascalho, areia, argila etc.) ao longo do tempo, trazidos por agentes transportadores, como as águas de um rio, o vento e as geleiras. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é. Rochas sedimentares detríticas (também chamadas de clásticas) são aquelas formadas pela deposição de fragmentos de outras rochas (ígneas, metamórficas ou mesmo sedimentares).",71,deposição | Esse | Rochas,deposição -> Esse -> Rochas -> processo deposicional -> evento geológico -> interpretação processual,3,medium,False,multi_passage,graphrag
123,"Que ambiente deposicional é sugerido pela associação entre turbidito, deposição e Turbiditos?",Qual ambiente é descrito como destino final de grande parte dos sedimentos detríticos?,O ambiente marinho é descrito como destino final dos sedimentos e concentra grande parte dos sedimentos detríticos.,ambiente_deposicional,Rochas | SGB | Turbidito | Wikipédia,https://www.sgb.gov.br/rochas | https://pt.wikipedia.org/wiki/Turbidito,"O mais extenso e mais duradouro dos ambientes de deposição é o marinho. Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",36,turbidito | deposição | Turbiditos,turbidito -> deposição -> Turbiditos -> processo deposicional -> evento geológico -> interpretação processual,3,medium,False,multi_passage,graphrag
124,"Que interpretação temporal pode ser obtida ao relacionar estratigrafia, fósseis e idade relativa?","Que interpretação conecta fósseis, estratigrafia e idade relativa em bacias sedimentares?","Fósseis entram como evidência paleontológica, a estratigrafia relaciona as camadas, e camadas mais baixas tendem a ser mais antigas.",temporal_estratigrafica,Geologia | SGB | Isto é Geologia! | UFES | Como Sabemos a Idade das Rochas? | SGB,https://www.sgb.gov.br/geologia | https://geologia.ufes.br/isto-%C3%A9-geologia | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas,"evolução das bacias sedimentares sedimentologia, estratigrafia, paleontologia o significado dos fósseis quanto mais embaixo ele estiver na pilha mais antigo ele é.",22,estratigrafia | fósseis | idade relativa,estratigrafia -> fósseis -> idade relativa -> posição estratigráfica -> interpretação temporal,4,hard,False,multi_document,graphrag
125,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de camada de sal?","Qual entidade deve ser relacionada a depósitos de cloretos, sulfatos, boratos e carbonatos?",Evaporitos devem ser relacionados a esses depósitos químicos originados pela evaporação de sais dissolvidos.,composicional_petrofisica,Evaporito | Wikipédia | Petróleo do Pré-Sal | SGB,https://pt.wikipedia.org/wiki/Evaporito | https://www.sgb.gov.br/petroleo-do-pre-sal,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Seu precipitado gera depósitos de cloretos, sulfatos, boratos e carbonatos. Evaporitos são considerados rochas sedimentares químicas. Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse.",89,camada de sal | evaporitos | halita | anidrita | barreira | rocha geradora | petróleo | óleo | carbonatos,camada de sal -> evaporitos -> halita -> anidrita -> barreira -> composição litológica -> propriedade petrofísica,4,hard,True,multi_document,graphrag
126,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Que bacias aparecem associadas à extensão costeira do grande campo petrolífero do pré-sal brasileiro?,"As bacias do Espírito Santo, de Campos e de Santos aparecem associadas à extensão costeira do pré-sal brasileiro.",espacial,Petróleo | Wikipédia | Pré-sal Bacia de Santos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Petr%C3%B3leo | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,"Em 2007 a Petrobrás anunciou a descoberta de petróleo na camada denominada pré-sal, que posteriormente verificou-se ser um grande campo petrolífero, estendendo-se ao longo de 800 km na costa brasileira, do estado do Espírito Santo ao de Santa Catarina, abaixo de espessa camada de sal (rocha salina) e englobando as bacias sedimentares do Espírito Santo, de Campos e de Santos. O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.",99,pré-sal | camada de sal | petróleo | óleo | Espírito | Campos | Santos | Petrobrás | Espírito Santo,pré-sal -> camada de sal -> petróleo -> óleo -> Espírito -> baixa permeabilidade -> selo geológico,4,hard,False,multi_document,graphrag
127,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,Qual feição regional contém as duas maiores bacias petrolíferas da costa brasileira?,"O platô de São Paulo contém as duas maiores bacias petrolíferas, Campos e Santos.",espacial,Plataforma continental do Brasil | Wikipédia | Bacia de Campos | Wikipédia,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://pt.wikipedia.org/wiki/Bacia_de_Campos,"O platô de São Paulo, maior platô marginal da costa brasileira, contém as duas maiores bacias petrolíferas (Campos e Santos). Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.",48,Bacia de Santos | Bacia do Espírito Santo | São Paulo | Campos | Bacia | Santos | Alto | Cabo | Espírito,Bacia de Santos -> Bacia do Espírito Santo -> São Paulo -> Campos -> Bacia -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
128,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, Gondwana e Sul-Americana?",Que evento tectônico regional está associado à formação da margem continental brasileira?,A ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana estão associados à formação da margem continental brasileira.,temporal_estratigrafica,Plataforma continental do Brasil | Wikipédia | Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://petrobras.com.br/pre-sal,A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana. O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano.,50,pré-sal | Gondwana | Sul-Americana | Africana,pré-sal -> Gondwana -> Sul-Americana -> Africana -> posição estratigráfica -> idade relativa -> interpretação temporal,4,hard,False,multi_document,graphrag
129,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia do Espírito Santo?,Qual bacia marítima brasileira se estende de Cabo Frio a Florianópolis?,A Bacia de Santos se estende de Cabo Frio a Florianópolis.,espacial,Quem Somos | Comunica Bacia de Santos | Petrobras | Bacia de Campos | Wikipédia,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://pt.wikipedia.org/wiki/Bacia_de_Campos,"A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC). Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.",61,Bacia de Santos | Bacia do Espírito Santo | Cabo Frio | Bacia | Santos | Florianópolis | Alto | Cabo | Espírito,Bacia de Santos -> Bacia do Espírito Santo -> Cabo Frio -> Bacia -> Santos -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
130,Que interpretação espacial pode ser obtida ao conectar Bacia de Campos com petróleo?,Qual bacia está situada entre o norte do Rio de Janeiro e o sul do Espírito Santo?,A Bacia de Campos está situada nessa faixa costeira.,espacial,Bacia de Campos | Wikipédia | Petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://pt.wikipedia.org/wiki/Petr%C3%B3leo,"A Bacia de Campos é uma bacia sedimentar brasileira situada na costa norte do estado do Rio de Janeiro, estendendo-se até o sul do estado do Espírito Santo, entre os paralelos 21 e 23 sul. Em 1974 a Petrobrás descobre indícios de petróleo na Bacia de Campos, confirmados com a perfuração do primeiro poço em 1976.",56,Bacia de Campos | petróleo | óleo | Janeiro | Espírito | Bacia | Campos | Petrobrás,Bacia de Campos -> petróleo -> óleo -> Janeiro -> Espírito -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
131,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Por que o pré-sal pode ser descrito como uma unidade de grande extensão regional?,"Porque se estende por centenas de quilômetros na costa brasileira e envolve bacias sedimentares como Espírito Santo, Campos e Santos.",espacial,Pré-sal Bacia de Santos | Comunica Bacia de Santos | Petrobras | Petróleo | Wikipédia,https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos | https://pt.wikipedia.org/wiki/Petr%C3%B3leo,"O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura. Em 2007 a Petrobrás anunciou a descoberta de petróleo na camada denominada pré-sal, que posteriormente verificou-se ser um grande campo petrolífero, estendendo-se ao longo de 800 km na costa brasileira, do estado do Espírito Santo ao de Santa Catarina, abaixo de espessa camada de sal (rocha salina) e englobando as bacias sedimentares do Espírito Santo, de Campos e de Santos.",99,pré-sal | camada de sal | petróleo | óleo | Espírito | Campos | Santa Catarina | Petrobrás | Espírito Santo,pré-sal -> camada de sal -> petróleo -> óleo -> Espírito -> posição espacial -> relação entre unidades,4,hard,False,multi_document,graphrag
132,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Campos?,Como as bacias de Campos e Santos se conectam ao platô de São Paulo?,Campos e Santos são as duas maiores bacias petrolíferas contidas no platô de São Paulo.,espacial,Plataforma continental do Brasil | Wikipédia | Quem Somos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"O platô de São Paulo, maior platô marginal da costa brasileira, contém as duas maiores bacias petrolíferas (Campos e Santos). A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).",53,Bacia de Santos | Campos | Santos | Bacia | Cabo Frio | Florianópolis,Bacia de Santos -> Campos -> Santos -> Bacia -> Cabo Frio -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
133,Como as evidências disponíveis permitem reinterpretar a pergunta: Que entidade regional ajuda a explicar o interesse econômico nas bacias sedimentares submarinas brasileiras?,Que entidade regional ajuda a explicar o interesse econômico nas bacias sedimentares submarinas brasileiras?,A camada pré-sal nas bacias sedimentares submarinas ajuda a explicar o interesse econômico regional.,interpretativa,Plataforma continental do Brasil | Wikipédia | Petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://pt.wikipedia.org/wiki/Petr%C3%B3leo,"O interesse econômico na região foi estimulado pelas descobertas de combustíveis fósseis na camada pré-sal das bacias sedimentares submarinas, com as quais o Brasil se tornou o 8.º maior produtor mundial de petróleo bruto e gás associado em 2023. Em 2007 a Petrobrás anunciou a descoberta de petróleo na camada denominada pré-sal, que posteriormente verificou-se ser um grande campo petrolífero, estendendo-se ao longo de 800 km na costa brasileira, do estado do Espírito Santo ao de Santa Catarina, abaixo de espessa camada de sal (rocha salina) e englobando as bacias sedimentares do Espírito Santo, de Campos e de Santos.",99,pré-sal | camada de sal | petróleo | óleo | gás | fósseis | Brasil | Petrobrás | Espírito Santo,pré-sal -> camada de sal -> petróleo -> óleo -> gás -> baixa permeabilidade -> selo geológico,4,hard,False,multi_document,graphrag
134,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, Bacia e Santos?",Como a ruptura continental se conecta à evolução geológica da Bacia de Santos?,"A Bacia de Santos se formou após o início da separação entre América do Sul e África, dentro da evolução da margem atlântica.",temporal_estratigrafica,Quem Somos | Comunica Bacia de Santos | Petrobras | Plataforma continental do Brasil | Wikipédia,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul. A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana.",75,Bacia de Santos | Bacia | Santos | América | Formada | Campos | Gondwana | Sul-Americana,Bacia de Santos -> Bacia -> Santos -> América -> Formada -> posição estratigráfica -> idade relativa,4,hard,True,multi_document,graphrag
135,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação resulta da associação entre margem divergente e bacias petrolíferas offshore?,Qual interpretação resulta da associação entre margem divergente e bacias petrolíferas offshore?,"A margem divergente formada pela separação continental criou contexto tectono-sedimentar favorável ao desenvolvimento de grandes bacias offshore, como Campos e Santos.",interpretativa,Plataforma continental do Brasil | Wikipédia | Quem Somos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana. O platô de São Paulo, maior platô marginal da costa brasileira, contém as duas maiores bacias petrolíferas (Campos e Santos). Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",95,Bacia de Santos | Campos | Gondwana | Sul-Americana | Formada | América | Bacia | Santos,Bacia de Santos -> Campos -> Gondwana -> Sul-Americana -> Formada -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
136,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,Que entidade geográfica marca o limite sul da Bacia de Campos?,O Alto de Cabo Frio marca o limite sul da Bacia de Campos com a Bacia de Santos.,espacial,Bacia de Campos | Wikipédia | Quem Somos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://comunicabaciadesantos.petrobras.com.br/quem-somos,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).",61,Bacia de Santos | Bacia de Campos | Bacia do Espírito Santo | Bacia | Alto | Cabo Frio | Campos | Santos | Cabo,Bacia de Santos -> Bacia de Campos -> Bacia do Espírito Santo -> Bacia -> Alto -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
137,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com Bacia de Campos?,Que entidade geográfica marca o limite norte da Bacia de Campos?,O Alto de Vitória marca o limite norte da Bacia de Campos com a Bacia do Espírito Santo.,espacial,Bacia de Campos | Wikipédia | Pré-sal Bacia de Santos | Comunica Bacia de Santos | Petrobras,https://pt.wikipedia.org/wiki/Bacia_de_Campos | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória. O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.",67,Bacia de Santos | Bacia de Campos | Bacia do Espírito Santo | pré-sal | Bacia | Alto | Vitória | Campos | Espírito,Bacia de Santos -> Bacia de Campos -> Bacia do Espírito Santo -> pré-sal -> Bacia -> posição espacial -> relação entre unidades,4,hard,True,multi_document,graphrag
138,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que a Bacia de Santos é distinta de Campos e Pelotas no contexto citado?,Por que a Bacia de Santos é distinta de Campos e Pelotas no contexto citado?,"Porque, embora seja uma bacia de margem atlântica, o texto afirma que sua evolução geológica é diferente das bacias de Campos e Pelotas.",interpretativa,Quem Somos | Comunica Bacia de Santos | Petrobras | Bacia de Campos | Wikipédia,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://pt.wikipedia.org/wiki/Bacia_de_Campos,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul. Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho).",70,Bacia de Santos | Bacia de Campos | Bacia | Santos | Campos | Pelotas | Formada | América | Reconhece-se,Bacia de Santos -> Bacia de Campos -> Bacia -> Santos -> Campos -> evidência textual -> relação geológica,4,hard,True,multi_document,graphrag
139,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,Como águas ultraprofundas e reservatórios carbonáticos aparecem associados na Bacia de Santos?,Os reservatórios carbonáticos do pré-sal se desenvolvem em região de águas ultraprofundas abaixo de espessa camada salina.,espacial,Quem Somos | Comunica Bacia de Santos | Petrobras | Pré-sal Bacia de Santos | Comunica Bacia de Santos | Petrobras,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado. Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",83,Bacia de Santos | pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | Bacia,Bacia de Santos -> pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
