id,question,original_question,context,expected_answer,tipo_inferencia,entities,relations,reasoning_path,num_hops,answer_type,difficulty,requires_ontology,retrieval_scope,source
11,Que interpretação espacial pode ser obtida ao conectar pré-sal com camada de sal?,Como profundidade e cobertura salina tornam o pré-sal um alvo tecnicamente complexo?,"Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal. Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.","As formações estão a grandes profundidades e abaixo de até cerca de 2 mil metros de sal, exigindo interpretação integrada da coluna sedimentar e da cobertura evaporítica.",espacial,pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | Tais,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""supports"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""indicates"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""indicates"", ""tail"": ""selo geológico""}]",pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> petróleo -> baixa permeabilidade -> selo geológico,4,spatial_relation,hard,True,multi_document,https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos | https://comunicabaciadesantos.petrobras.com.br/quem-somos
12,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, camada de sal e idade relativa?",Que unidade estratigráfica deve ser vista como mais antiga quando comparada às rochas acima do sal?,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão. O prefixo pré-, portanto, refere-se ao tempo, não ao espaço. Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.","As rochas do pré-sal são mais antigas que as rochas acima do sal, pois o prefixo pré- se refere à idade relativa de formação.",temporal_estratigrafica,pré-sal | camada de sal | idade relativa | Esse,"[{""head"": ""pré-sal"", ""relation"": ""precedes_or_underlies"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""indicates"", ""tail"": ""idade relativa""}, {""head"": ""idade relativa"", ""relation"": ""supports"", ""tail"": ""Esse""}, {""head"": ""Esse"", ""relation"": ""supports"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports"", ""tail"": ""selo geológico""}, {""head"": ""selo geológico"", ""relation"": ""supports"", ""tail"": ""retenção de hidrocarbonetos""}]",pré-sal -> camada de sal -> idade relativa -> Esse -> baixa permeabilidade -> selo geológico -> retenção de hidrocarbonetos,4,temporal_relation,hard,False,multi_document,https://www.sgb.gov.br/petroleo-do-pre-sal | https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas
13,Como as evidências conectam pré-sal à geração de óleo e gás?,Qual entidade conecta a formação de grandes depressões lacustres à geração de óleo e gás?,"Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos. Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. O ambiente de deposição consiste principalmente de lagos, deltas e bacias oceânicas. O tipo de petróleo gerado depende do tipo de matéria orgânica: vegetais terrestres carreados tendem a gerar gás, enquanto que os plânctons tendem a gerar óleo.","A matéria orgânica acumulada em regiões profundas dos lagos, misturada a sedimentos, conecta a história lacustre à geração de óleo e gás.",geracao_de_hidrocarbonetos,pré-sal | petróleo | óleo | gás | matéria orgânica | algas microscópicas | lagos | deposição,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""indicates"", ""tail"": ""gás""}, {""head"": ""gás"", ""relation"": ""indicates"", ""tail"": ""matéria orgânica""}, {""head"": ""matéria orgânica"", ""relation"": ""indicates"", ""tail"": ""rocha geradora""}, {""head"": ""rocha geradora"", ""relation"": ""indicates"", ""tail"": ""geração de hidrocarbonetos""}]",pré-sal -> petróleo -> óleo -> gás -> matéria orgânica -> rocha geradora -> geração de hidrocarbonetos,4,process_relation,hard,True,multi_document,https://petrobras.com.br/pre-sal | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
14,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Por que os evaporitos são compatíveis com a interpretação de uma cobertura salina no pré-sal?,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação. Evaporitos são considerados rochas sedimentares químicas. Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.",Porque evaporitos são rochas sedimentares químicas geradas por evaporação de sais e podem formar camadas salinas que atuam como cobertura.,composicional_petrofisica,Bacia de Santos | pré-sal | evaporitos | carbonáticas | Campos | Bacia | Santos,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""has_property"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""supports_function"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""supports_function"", ""tail"": ""Campos""}, {""head"": ""Campos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> evaporitos -> carbonáticas -> Campos -> baixa permeabilidade -> selo geológico,4,composition_property,hard,True,multi_document,https://pt.wikipedia.org/wiki/Evaporito | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16
15,Que interpretação espacial pode ser obtida ao conectar Formação Barra Velha com Formação Itapema?,Qual papel dos altos herdados do embasamento na distribuição dos carbonatos do Aptiano?,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas. Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","Os altos herdados do embasamento funcionaram como áreas favoráveis à deposição de carbonatos bioquímicos aptianos, como laminitos e estromatólitos.",espacial_deposicional,Formação Barra Velha | Formação Itapema | carbonatos | carbonáticas | estromatólitos | bivalves | rudstones | grainstones | esferulititos,"[{""head"": ""Formação Barra Velha"", ""relation"": ""is_located_in"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""influences_deposition"", ""tail"": ""carbonatos""}, {""head"": ""carbonatos"", ""relation"": ""supports_interpretation"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""supports_interpretation"", ""tail"": ""relação entre unidades""}]",Formação Barra Velha -> Formação Itapema -> carbonatos -> carbonáticas -> estromatólitos -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23
16,Que interpretação estrutural surge ao relacionar petróleo com óleo?,Qual feição deposicional associa coquinas do Jiquiá à tectônica rifte?,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra. Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga. Podem ser domos salinos, flancos de homoclinais ou ainda, diversos tipos de superposição de dobras e falhas.","As coquinas do Jiquiá ocorrem sobre blocos altos falhados formados durante a tectônica rifte, relacionando sua distribuição a altos estruturais herdados.",estrutural_deposicional,petróleo | óleo | coquinas | bivalves | matéria orgânica | tectônica rifte | altos estruturais | blocos altos falhados | falhas,"[{""head"": ""petróleo"", ""relation"": ""controls"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""influences_deposition"", ""tail"": ""coquinas""}, {""head"": ""coquinas"", ""relation"": ""supports_interpretation"", ""tail"": ""bivalves""}, {""head"": ""bivalves"", ""relation"": ""supports_interpretation"", ""tail"": ""matéria orgânica""}, {""head"": ""matéria orgânica"", ""relation"": ""supports_interpretation"", ""tail"": ""estrutura geológica""}, {""head"": ""estrutura geológica"", ""relation"": ""supports_interpretation"", ""tail"": ""controle estrutural""}]",petróleo -> óleo -> coquinas -> bivalves -> matéria orgânica -> estrutura geológica -> controle estrutural,4,structural_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
17,Como as evidências diferenciam as funções geológicas de pré-sal e rocha selante?,Como a matéria orgânica nas regiões profundas dos lagos se diferencia das conchas calcárias das partes rasas?,"Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","A primeira está ligada à geração dos hidrocarbonetos, enquanto as conchas calcárias das partes rasas estão ligadas à formação dos reservatórios.",diferenciacao_funcional,pré-sal | rocha selante | trapa | reservatório | rochas geradoras | hidrocarbonetos | óleo | gás | matéria orgânica,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""supports"", ""tail"": ""trapa""}, {""head"": ""trapa"", ""relation"": ""indicates"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}]",pré-sal -> rocha selante -> trapa -> reservatório -> rochas geradoras -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://petrobras.com.br/pre-sal | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
18,Que papel geológico deve ser atribuído a Bacia de Santos quando as evidências são relacionadas?,Que entidade deve receber a função de reservatório nos carbonatos lacustres do pré-sal?,"Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","As rochas carbonáticas lacustres, incluindo conchas calcárias, estromatólitos e formações como Itapema e Barra Velha, devem ser modeladas como reservatórios.",ontologica_entidade_funcao,Bacia de Santos | pré-sal | Formação Barra Velha | Formação Itapema | reservatório | carbonatos | carbonáticas | estromatólitos | bivalves,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_type_of"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""has_function"", ""tail"": ""Formação Barra Velha""}, {""head"": ""Formação Barra Velha"", ""relation"": ""supports_role"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""supports_role"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_role"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_role"", ""tail"": ""relação geológica""}]",Bacia de Santos -> pré-sal -> Formação Barra Velha -> Formação Itapema -> reservatório -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://petrobras.com.br/pre-sal | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23
19,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual conclusão pode ser obtida ao combinar a presença de evaporitos com fácies carbonáticas lacustres na seção pré-sal?,Qual conclusão pode ser obtida ao combinar a presença de evaporitos com fácies carbonáticas lacustres na seção pré-sal?,"Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos. Sistema petrolífero é um modelo que engloba todos os elementos e processos geológicos necessários à existência de acumulações de óleo e gás. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.","A seção pré-sal reúne reservatórios carbonáticos lacustres e cobertura evaporítica, formando uma arquitetura favorável à acumulação e retenção de hidrocarbonetos.",interpretativa,Bacia de Santos | pré-sal | evaporitos | rocha selante | trapa | reservatório | reservatórios carbonáticos | rochas geradoras | hidrocarbonetos,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""supports"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""indicates"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""indicates"", ""tail"": ""trapa""}, {""head"": ""trapa"", ""relation"": ""indicates"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""indicates"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> evaporitos -> rocha selante -> trapa -> baixa permeabilidade -> selo geológico,4,interpretive_answer,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
20,Como as evidências conectam pré-sal à retenção ou migração de hidrocarbonetos?,Que componente explica por que o óleo do pré-sal não migrou livremente para unidades superiores?,"Com isso, o petróleo migra para cima através dos poros existentes nas rochas, até encontrar algo que o impeça de continuar se deslocando. Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse. Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície.","A espessa camada de sal/evaporitos agiu como barreira sobre as rochas inferiores, interrompendo a migração ascendente do petróleo.",processual_migracao,pré-sal | camada de sal | evaporitos | halita | anidrita | barreira | rocha geradora | petróleo | óleo,"[{""head"": ""pré-sal"", ""relation"": ""is_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""controls"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""affects"", ""tail"": ""halita""}, {""head"": ""halita"", ""relation"": ""affects"", ""tail"": ""anidrita""}, {""head"": ""anidrita"", ""relation"": ""affects"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""affects"", ""tail"": ""selo geológico""}]",pré-sal -> camada de sal -> evaporitos -> halita -> anidrita -> baixa permeabilidade -> selo geológico,4,process_relation,hard,True,multi_document,https://www.sgb.gov.br/petroleo-do-pre-sal | https://petrobras.com.br/pre-sal
21,Que interpretação estrutural surge ao relacionar rocha selante com trapa?,Qual interpretação liga fácies ricas em matéria orgânica nos baixos adjacentes às coquinas sobre blocos altos?,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra. Para que estas acumulações ocorram, necessita-se de rochas geradoras maduras, rocha reservatório, rocha selante e a sobrecarga. Além da presença destas rochas, dois processos geológicos são fundamentais: a formação de trapas e a geração, migração e acumulação de hidrocarbonetos.",Ela indica compartimentação deposicional: matéria orgânica em baixos adjacentes associada à geração e coquinas em altos falhados associadas ao armazenamento carbonático.,estrutural_deposicional,rocha selante | trapa | reservatório | rochas geradoras | hidrocarbonetos | coquinas | bivalves | matéria orgânica | tectônica rifte,"[{""head"": ""rocha selante"", ""relation"": ""controls"", ""tail"": ""trapa""}, {""head"": ""trapa"", ""relation"": ""influences_deposition"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_interpretation"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""supports_interpretation"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_interpretation"", ""tail"": ""estrutura geológica""}, {""head"": ""estrutura geológica"", ""relation"": ""supports_interpretation"", ""tail"": ""controle estrutural""}]",rocha selante -> trapa -> reservatório -> rochas geradoras -> hidrocarbonetos -> estrutura geológica -> controle estrutural,4,structural_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
22,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que tipo de unidade litológica é indicado pelas conchas calcárias do pré-sal?,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo. Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal. De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.","Elas indicam reservatórios carbonáticos, pois conchas calcárias e rochas calcárias compõem os principais reservatórios do pré-sal.",composicional_petrofisica,pré-sal | reservatório | reservatórios carbonáticos | lagos | Elas | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""has_property"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_function"", ""tail"": ""lagos""}, {""head"": ""lagos"", ""relation"": ""supports_function"", ""tail"": ""Elas""}, {""head"": ""Elas"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> reservatórios carbonáticos -> lagos -> Elas -> baixa permeabilidade -> selo geológico,4,composition_property,hard,True,multi_document,https://petrobras.com.br/pre-sal | https://www.sgb.gov.br/rochas
23,Que interpretação espacial pode ser obtida ao conectar Bacia de Santos com pré-sal?,Por que a Bacia de Santos pode ser relacionada a reservatórios carbonáticos em águas ultraprofundas?,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado. Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.",Porque a bacia contém reservatórios carbonáticos desenvolvidos abaixo de espessa camada de sal em uma região de águas ultraprofundas.,espacial,Bacia de Santos | pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | Bacia,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""supports"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""indicates"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""indicates"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""indicates"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> baixa permeabilidade -> selo geológico,4,spatial_relation,hard,True,multi_document,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos
